caseid,lengua_materna,tipo_residencia,educacion_anios_simples,miembros_hogar,indice_de_riqueza,edad_primer_nacimiento,d104,d106,d107,d108,indice_violencia
      378500601  4,10,1.0,14,4,3.0,,0,0,0,0,0
      378502501  3,10,1.0,11,6,4.0,,0,0,0,0,0
      378502501  4,10,1.0,6,6,4.0,,0,0,0,0,0
      378502501  5,10,1.0,11,6,4.0,19.0,0,0,0,0,0
      378504001  3,10,1.0,16,6,4.0,38.0,0,0,0,0,0
      378505201  2,10,1.0,11,6,3.0,17.0,0,0,0,0,0
      378505201  3,10,1.0,11,6,3.0,,0,0,0,0,0
      378505201  4,10,1.0,10,6,3.0,,0,0,0,0,0
      378505201  5,10,1.0,12,6,3.0,26.0,0,0,0,0,0
      378505401  1,10,1.0,16,4,4.0,23.0,0,0,0,0,0
      378505401  2,10,1.0,12,4,4.0,,0,0,0,0,0
      378505401  3,10,1.0,10,4,4.0,,0,0,0,0,0
      378507101  1,10,1.0,11,7,2.0,21.0,0,0,0,0,0
      378507101  3,10,1.0,11,7,2.0,,0,0,0,0,0
      378507101  4,10,1.0,7,7,2.0,,0,0,0,0,0
      378507101  6,10,1.0,13,7,2.0,20.0,0,0,0,0,0
      378507701  3,10,1.0,16,6,4.0,20.0,1,1,1,0,3
      378507701  5,10,1.0,16,6,4.0,,0,0,0,0,0
      378600101  2,10,1.0,11,6,4.0,25.0,0,0,0,0,0
      378600101  6,10,1.0,8,6,4.0,,0,0,0,0,0
      378600701  2,10,1.0,11,2,1.0,,0,0,0,0,0
      378602201  1,10,1.0,11,4,2.0,22.0,0,0,0,0,0
      378602202  2,10,1.0,11,4,2.0,18.0,0,0,0,0,0
      378602202  3,10,1.0,6,4,2.0,22.0,0,0,0,0,0
      378603401  1,5,1.0,16,5,2.0,17.0,0,0,0,0,0
      378603401  2,10,1.0,9,5,2.0,,0,0,0,0,0
      378603401  4,10,1.0,15,5,2.0,23.0,0,0,0,0,0
      378603601  1,10,1.0,9,6,3.0,20.0,0,0,0,0,0
      378603601  5,10,1.0,11,6,3.0,21.0,0,0,0,0,0
      378604701  1,10,1.0,14,4,3.0,24.0,0,0,0,0,0
      378605301  4,10,1.0,6,10,2.0,19.0,0,0,0,0,0
      378605301  7,10,1.0,9,10,2.0,16.0,0,0,0,0,0
      378605301  8,10,1.0,11,10,2.0,,0,0,0,0,0
      378609501  3,10,1.0,11,7,2.0,,0,0,0,0,0
      378609701  3,10,1.0,11,6,2.0,17.0,0,0,0,0,0
      378612501  3,10,1.0,14,6,3.0,20.0,0,0,0,0,0
      378701801  2,10,1.0,14,5,2.0,21.0,1,1,0,1,3
      378706901  4,10,1.0,14,9,2.0,21.0,0,0,0,0,0
      378706901  8,10,1.0,11,9,2.0,18.0,0,0,0,0,0
      378707501  2,10,1.0,12,5,2.0,18.0,0,0,0,0,0
      378707501  5,10,1.0,6,5,2.0,,0,0,0,0,0
      378708001  2,10,1.0,8,5,2.0,19.0,0,0,0,0,0
      378708001  5,10,1.0,8,5,2.0,,0,0,0,0,0
      378708801  4,10,1.0,12,6,1.0,23.0,0,0,0,0,0
      378711201  3,10,1.0,14,6,2.0,24.0,0,0,0,0,0
      378712201  4,10,1.0,11,13,2.0,20.0,1,0,0,0,1
      378712201  9,10,1.0,14,13,2.0,20.0,0,0,0,0,0
      378712201 11,10,1.0,11,13,2.0,18.0,0,0,0,0,0
      378715201  1,10,1.0,10,3,3.0,18.0,0,0,0,0,0
      378716901  2,10,1.0,11,6,3.0,21.0,0,0,0,0,0
      378716901  3,10,1.0,16,6,3.0,,0,0,0,0,0
      378716901  4,10,1.0,16,6,3.0,25.0,0,0,0,0,0
      378801701  5,10,1.0,14,7,2.0,19.0,1,0,0,0,1
      378801701  6,10,1.0,11,7,2.0,,0,0,0,0,0
      378804501  2,10,1.0,17,3,5.0,25.0,0,0,0,0,0
      378804501  3,10,1.0,6,3,5.0,,0,0,0,0,0
      378805901  2,10,1.0,9,6,2.0,17.0,1,1,0,0,2
      378807401  4,10,1.0,14,8,3.0,,0,0,0,0,0
      378807401  5,10,1.0,9,8,3.0,17.0,0,0,0,0,0
      378809901  1,10,1.0,2,4,2.0,16.0,1,1,0,0,2
      378811901  2,10,1.0,6,5,2.0,23.0,0,1,0,0,1
      378811901  4,10,1.0,11,5,2.0,18.0,0,0,0,0,0
      378815701  1,10,1.0,11,5,2.0,19.0,1,1,1,1,4
      378901401  3,10,1.0,16,6,4.0,29.0,0,0,0,0,0
      378903601  2,10,1.0,13,6,5.0,26.0,0,0,0,0,0
      378903601  3,10,1.0,6,6,5.0,,0,0,0,0,0
      378904401  3,10,1.0,11,6,2.0,,0,0,0,0,0
      378904401  5,10,1.0,11,6,2.0,,0,0,0,0,0
      378904501  2,10,1.0,11,7,1.0,18.0,0,1,0,0,1
      378906601  1,10,1.0,11,7,2.0,22.0,0,0,0,0,0
      378906601  4,10,1.0,16,7,2.0,26.0,0,0,0,0,0
      378908001  2,10,1.0,11,3,3.0,16.0,0,0,0,0,0
      378908801  2,10,1.0,11,7,3.0,15.0,0,0,0,0,0
      378908801  3,10,1.0,12,7,3.0,,0,0,0,0,0
      378908801  4,10,1.0,12,7,3.0,,0,0,0,0,0
      378908801  5,10,1.0,9,7,3.0,,0,0,0,0,0
      378908801  6,10,1.0,7,7,3.0,,0,0,0,0,0
      378910301  1,10,1.0,14,3,3.0,25.0,0,0,0,0,0
      378911801  1,10,1.0,6,4,1.0,20.0,1,1,0,0,2
      379000101  2,10,1.0,6,2,1.0,,0,0,0,0,0
      379001201  3,10,1.0,12,8,1.0,,0,0,0,0,0
      379001201  5,10,1.0,11,8,1.0,20.0,0,0,0,0,0
      379001401  1,10,1.0,11,3,1.0,16.0,0,0,0,0,0
      379004701  1,10,1.0,11,3,2.0,17.0,1,1,1,1,4
      379007801  2,10,1.0,5,5,2.0,15.0,0,0,0,0,0
      379007801  3,10,1.0,11,5,2.0,21.0,0,1,0,0,1
      379009401  2,5,1.0,11,6,2.0,23.0,0,0,0,0,0
      379013201  2,10,1.0,6,6,2.0,18.0,0,0,0,0,0
      379013201  3,10,1.0,10,6,2.0,,0,0,0,0,0
      379014301  2,10,1.0,11,6,1.0,21.0,0,1,0,1,2
      379015701  2,10,1.0,11,2,2.0,,0,0,0,0,0
      379015801  2,10,1.0,16,4,3.0,20.0,0,0,0,0,0
      379100301  1,10,1.0,6,4,1.0,19.0,0,0,0,0,0
      379100801  1,10,1.0,10,4,3.0,25.0,0,0,0,0,0
      379100901  1,10,1.0,4,9,1.0,15.0,0,0,0,0,0
      379100901  6,10,1.0,6,9,1.0,19.0,0,0,0,0,0
      379101901  2,10,1.0,11,5,1.0,18.0,1,1,1,0,3
      379101901  4,10,1.0,3,5,1.0,16.0,0,0,0,0,0
      379102101  1,10,1.0,9,7,1.0,16.0,0,0,0,0,0
      379102101  6,10,1.0,11,7,1.0,20.0,0,0,0,0,0
      379103101  2,10,1.0,7,5,1.0,19.0,1,0,0,0,1
      379106301  1,10,1.0,11,4,2.0,29.0,0,0,0,0,0
      379107601  1,10,1.0,6,5,1.0,19.0,1,1,1,1,4
      379200401  2,10,1.0,6,5,2.0,19.0,0,0,0,0,0
      379202501  2,10,1.0,14,6,2.0,22.0,0,0,0,0,0
      379202601  1,10,1.0,16,4,2.0,17.0,1,1,1,1,4
      379205101  2,10,1.0,6,7,2.0,16.0,0,0,0,0,0
      379205101  6,10,1.0,11,7,2.0,17.0,0,0,0,0,0
      379206301  2,10,1.0,13,4,2.0,17.0,0,0,0,0,0
      379207101  1,10,1.0,11,4,2.0,22.0,0,1,0,0,1
      379207101  2,10,1.0,7,4,2.0,,0,0,0,0,0
      379207201  2,10,1.0,7,9,2.0,17.0,0,1,0,0,1
      379207601  2,10,1.0,11,3,1.0,19.0,0,0,0,0,0
      379300201  2,5,1.0,9,5,1.0,21.0,0,0,0,0,0
      379300201  4,10,1.0,7,5,1.0,,0,0,0,0,0
      379300301  2,3,1.0,6,4,1.0,16.0,0,0,0,0,0
      379301101  2,10,1.0,0,8,1.0,14.0,1,0,0,0,1
      379301101  4,10,1.0,6,8,1.0,,0,0,0,0,0
      379301101  6,10,1.0,8,8,1.0,16.0,0,0,0,0,0
      379301901  2,10,1.0,3,3,2.0,21.0,0,0,0,0,0
      379301901  3,10,1.0,14,3,2.0,,0,0,0,0,0
      379303601  1,10,1.0,11,5,2.0,19.0,0,1,1,0,2
      379305201  2,10,1.0,11,8,3.0,14.0,0,0,0,0,0
      379305201  4,10,1.0,9,8,3.0,,0,0,0,0,0
      379310001  1,10,1.0,8,6,1.0,17.0,0,0,0,0,0
      379310001  3,10,1.0,8,6,1.0,,0,0,0,0,0
      379310001  4,10,1.0,7,6,1.0,,0,0,0,0,0
      379402701  2,10,1.0,11,4,1.0,20.0,0,0,0,0,0
      379402701  3,10,1.0,6,4,1.0,,0,0,0,0,0
      379406001  1,10,1.0,6,3,2.0,23.0,0,0,0,0,0
      379406301  2,10,1.0,11,3,2.0,30.0,0,0,0,0,0
      379407801  2,1,1.0,2,6,1.0,20.0,0,0,0,0,0
      379407801  3,10,1.0,8,6,1.0,,0,0,0,0,0
      379408701  2,1,1.0,6,3,3.0,22.0,0,0,0,0,0
      379408901  2,10,1.0,8,3,3.0,15.0,0,1,0,0,1
      379409201  2,1,1.0,2,5,1.0,18.0,0,1,1,0,2
      379409201  4,10,1.0,8,5,1.0,,0,0,0,0,0
      379500301  1,10,1.0,16,5,2.0,20.0,0,0,0,0,0
      379501001  1,10,1.0,14,4,3.0,23.0,0,0,0,0,0
      379502801  2,10,1.0,7,3,2.0,22.0,0,0,0,0,0
      379503701  1,10,1.0,6,4,1.0,20.0,1,1,0,0,2
      379504501  1,10,1.0,11,5,3.0,15.0,0,0,0,0,0
      379504501  3,10,1.0,8,5,3.0,,0,0,0,0,0
      379510701  2,10,1.0,16,4,3.0,,0,0,0,0,0
      379601301  2,3,2.0,4,4,1.0,17.0,0,0,0,0,0
      379601401  2,3,2.0,0,7,1.0,17.0,0,0,0,0,0
      379601401  3,3,2.0,7,7,1.0,,0,0,0,0,0
      379601401  4,3,2.0,6,7,1.0,,0,0,0,0,0
      379601501  1,3,2.0,11,3,1.0,16.0,0,0,0,0,0
      379601601  2,3,2.0,6,3,1.0,13.0,0,1,0,0,1
      379601701  2,3,2.0,0,5,1.0,15.0,0,0,0,0,0
      379602501  2,10,2.0,11,4,1.0,17.0,0,0,0,0,0
      379602601  2,3,2.0,5,7,1.0,16.0,0,0,0,0,0
      379602601  3,10,2.0,6,7,1.0,,0,0,0,0,0
      379602801  2,10,2.0,11,3,1.0,19.0,0,0,0,0,0
      379603101  2,10,2.0,9,5,1.0,19.0,1,0,1,0,2
      379608101  2,3,2.0,6,8,1.0,13.0,0,0,0,0,0
      379608301  2,3,2.0,6,3,1.0,18.0,0,0,0,0,0
      379608401  3,3,2.0,5,4,1.0,,0,0,0,0,0
      379608501  2,3,2.0,6,7,1.0,16.0,0,0,0,0,0
      379704301  3,3,2.0,9,7,1.0,,0,0,0,0,0
      379704401  2,3,2.0,11,5,1.0,20.0,0,0,0,0,0
      379704501  2,9,2.0,11,6,1.0,21.0,0,0,0,0,0
      379704701  3,3,2.0,11,6,1.0,14.0,0,0,0,0,0
      379706701  2,3,2.0,3,7,1.0,15.0,0,0,0,0,0
      379706801  1,3,2.0,2,3,1.0,14.0,0,0,0,0,0
      379706801  2,10,2.0,6,3,1.0,,0,0,0,0,0
      379706801  3,10,2.0,6,3,1.0,,0,0,0,0,0
      379707001  2,3,2.0,3,7,1.0,17.0,0,0,0,0,0
      379707001  3,3,2.0,6,7,1.0,,0,0,0,0,0
      379707001  4,3,2.0,6,7,1.0,,0,0,0,0,0
      379707201  2,3,2.0,2,5,1.0,14.0,0,1,0,0,1
      379707401  2,3,2.0,2,5,1.0,14.0,0,1,0,0,1
      379707801  2,3,2.0,9,3,1.0,18.0,0,0,0,0,0
      379707901  2,3,2.0,3,5,1.0,14.0,0,1,1,0,2
      379708401  1,3,2.0,5,4,1.0,18.0,0,1,1,0,2
      379708601  2,3,2.0,5,8,1.0,14.0,0,1,0,0,1
      379708601  3,3,2.0,7,8,1.0,,0,0,0,0,0
      379801501  2,10,2.0,14,9,1.0,21.0,1,1,1,0,3
      379801501  3,10,2.0,9,9,1.0,,0,0,0,0,0
      379801501  4,10,2.0,8,9,1.0,,0,0,0,0,0
      379801501  7,10,2.0,11,9,1.0,20.0,0,0,0,0,0
      379801501  9,10,2.0,7,9,1.0,,0,0,0,0,0
      379801601  2,1,2.0,2,3,1.0,18.0,0,0,0,0,0
      379801801  2,5,2.0,7,5,1.0,16.0,0,0,0,0,0
      379801801  3,10,2.0,7,5,1.0,,0,0,0,0,0
      379802601  4,10,2.0,16,14,3.0,23.0,0,0,0,0,0
      379802601  7,10,2.0,11,14,3.0,,0,0,0,0,0
      379802601  8,10,2.0,6,14,3.0,,0,0,0,0,0
      379802601  9,10,2.0,11,14,3.0,17.0,0,0,0,0,0
      379802701  3,10,2.0,11,5,1.0,19.0,1,1,1,0,3
      379802801  3,1,2.0,9,9,1.0,13.0,0,0,0,0,0
      379802801  5,10,2.0,6,9,1.0,,0,0,0,0,0
      379802801  8,10,2.0,11,9,1.0,20.0,0,0,0,0,0
      379802901  2,10,2.0,16,4,1.0,35.0,0,0,0,0,0
      379803101  2,10,2.0,11,3,1.0,15.0,0,0,0,0,0
      379815701  4,10,2.0,9,8,2.0,17.0,0,0,0,0,0
      379815701  6,10,2.0,8,8,2.0,15.0,0,0,0,0,0
      379815801  2,10,2.0,11,4,1.0,19.0,0,0,0,0,0
      379815901  5,10,2.0,8,6,1.0,21.0,0,0,0,0,0
      379816001  2,10,2.0,6,4,1.0,15.0,0,0,0,0,0
      379816001  3,10,2.0,12,4,1.0,,0,0,0,0,0
      379816101  1,10,2.0,6,4,1.0,15.0,1,0,0,0,1
      379901001  2,10,1.0,11,5,2.0,17.0,0,0,0,0,0
      379901001  5,10,1.0,14,5,2.0,,0,0,0,0,0
      379902001  2,10,1.0,11,4,3.0,20.0,0,0,0,0,0
      379902501  1,10,1.0,14,2,2.0,31.0,0,0,0,0,0
      379905501  2,10,1.0,16,3,4.0,30.0,0,1,0,0,1
      379905601  2,10,1.0,14,3,2.0,29.0,0,1,0,0,1
      379909001  2,10,1.0,16,3,4.0,24.0,0,0,0,0,0
      379909101  2,10,1.0,14,4,4.0,26.0,0,0,0,0,0
      379910201  2,10,1.0,11,5,3.0,21.0,0,1,0,0,1
      379910201  4,10,1.0,6,5,3.0,,0,0,0,0,0
      379912301  1,10,1.0,13,4,2.0,23.0,0,0,0,0,0
      380001001  5,10,1.0,11,8,4.0,24.0,0,0,0,0,0
      380001901  2,10,1.0,8,4,2.0,23.0,1,1,0,0,2
      380003301  2,10,1.0,14,4,1.0,21.0,0,0,0,0,0
      380003301  4,10,1.0,5,4,1.0,,0,0,0,0,0
      380003601  2,10,1.0,11,5,3.0,20.0,0,0,0,0,0
      380003601  3,10,1.0,9,5,3.0,,0,0,0,0,0
      380003601  4,10,1.0,6,5,3.0,,0,0,0,0,0
      380004501  1,10,1.0,15,7,4.0,19.0,0,0,0,0,0
      380009501  2,10,1.0,14,3,2.0,20.0,0,0,0,0,0
      380011501  1,10,1.0,6,3,1.0,20.0,1,1,0,0,2
      380011701  2,10,1.0,16,2,4.0,,0,0,0,0,0
      380100301  2,10,1.0,14,3,2.0,26.0,0,0,0,0,0
      380101301  2,10,1.0,7,5,5.0,16.0,0,0,0,0,0
      380101301  3,10,1.0,6,5,5.0,,0,0,0,0,0
      380101702  1,10,1.0,16,2,2.0,29.0,0,0,0,0,0
      380102401  2,10,1.0,11,4,3.0,29.0,0,0,0,1,1
      380102401  3,10,1.0,8,4,3.0,,0,0,0,0,0
      380105101  2,10,1.0,17,4,4.0,20.0,0,0,0,0,0
      380106201  1,10,1.0,14,4,3.0,19.0,0,0,0,0,0
      380106201  3,10,1.0,8,4,3.0,,0,0,0,0,0
      380107001  2,10,1.0,16,6,3.0,18.0,0,0,0,0,0
      380107001  4,10,1.0,14,6,3.0,24.0,0,0,0,0,0
      380107801  1,10,1.0,16,4,5.0,32.0,0,0,0,0,0
      380113301  4,10,1.0,16,4,4.0,,0,0,0,0,0
      380200601  2,10,1.0,11,3,2.0,24.0,0,0,0,0,0
      380200901  1,10,1.0,13,2,2.0,22.0,0,0,0,0,0
      380201001  2,10,1.0,14,4,3.0,25.0,0,0,0,0,0
      380202401  1,10,1.0,9,5,3.0,23.0,1,1,1,1,4
      380202401  3,10,1.0,6,5,3.0,,0,0,0,0,0
      380203301  1,10,1.0,11,3,2.0,23.0,1,0,0,0,1
      380203801  2,10,1.0,11,4,3.0,18.0,0,0,0,0,0
      380205501  1,10,1.0,11,3,2.0,19.0,0,1,0,0,1
      380207801  2,10,1.0,9,4,2.0,17.0,0,0,0,0,0
      380208701  2,10,1.0,6,5,2.0,16.0,1,1,0,0,2
      380208701  3,10,1.0,7,5,2.0,,0,0,0,0,0
      380208701  4,10,1.0,5,5,2.0,,0,0,0,0,0
      380209701  3,10,1.0,4,6,2.0,15.0,0,0,0,0,0
      380209701  4,10,1.0,9,6,2.0,,0,0,0,0,0
      380303301  1,10,1.0,11,3,2.0,17.0,1,1,1,0,3
      380304001  2,10,1.0,10,3,3.0,16.0,0,0,0,0,0
      380304801  2,10,1.0,18,3,4.0,37.0,1,1,0,0,2
      380306001  3,10,1.0,7,4,4.0,19.0,0,0,0,0,0
      380306001  4,10,1.0,10,4,4.0,,0,0,0,0,0
      380306501  1,10,1.0,18,2,3.0,19.0,1,1,1,1,4
      380402501  2,10,1.0,7,4,2.0,30.0,0,0,0,0,0
      380405101  2,10,1.0,11,4,2.0,20.0,0,0,0,0,0
      380405801  2,10,1.0,14,3,4.0,31.0,0,0,0,0,0
      380408601  2,10,1.0,11,4,2.0,17.0,0,0,0,0,0
      380410201  2,10,1.0,11,4,3.0,17.0,0,0,0,0,0
      380410601  2,10,1.0,14,3,2.0,,0,0,0,0,0
      380412901  2,10,1.0,11,7,2.0,20.0,0,1,0,0,1
      380412901  4,10,1.0,11,7,2.0,21.0,0,0,0,0,0
      380414301  1,10,1.0,13,3,2.0,20.0,1,1,0,0,2
      380501201  2,10,1.0,6,3,1.0,20.0,0,0,0,0,0
      380509401  2,10,1.0,13,3,3.0,25.0,0,0,0,0,0
      380509601  2,10,1.0,16,3,3.0,25.0,0,0,0,0,0
      380511701  4,10,1.0,6,5,2.0,21.0,1,1,1,1,4
      380512401  2,10,1.0,0,4,1.0,19.0,1,0,0,0,1
      380513101  2,10,1.0,4,5,2.0,18.0,0,0,0,0,0
      380513101  3,10,1.0,10,5,2.0,,0,0,0,0,0
      380513101  4,10,1.0,7,5,2.0,,0,0,0,0,0
      380514901  2,10,1.0,3,6,2.0,16.0,0,0,0,0,0
      380514901  3,10,1.0,8,6,2.0,,0,0,0,0,0
      380516601  2,10,1.0,6,6,2.0,17.0,0,0,0,0,0
      380517501  1,10,1.0,3,3,3.0,24.0,0,1,0,1,2
      380600501  1,10,1.0,11,3,3.0,20.0,1,0,0,0,1
      380601201  4,10,1.0,14,6,2.0,18.0,0,0,0,0,0
      380601801  2,10,1.0,16,3,2.0,16.0,0,0,0,0,0
      380603501  3,10,1.0,9,4,2.0,,0,0,0,0,0
      380607401  2,10,1.0,11,5,2.0,22.0,1,0,0,0,1
      380609201  2,10,1.0,11,4,3.0,20.0,0,0,0,0,0
      380610201  2,10,1.0,11,4,2.0,20.0,0,0,0,0,0
      380612001  2,10,1.0,4,3,3.0,17.0,0,0,0,0,0
      380700201  2,10,1.0,11,5,2.0,18.0,0,0,0,0,0
      380704201  2,10,1.0,16,4,4.0,,0,0,0,0,0
      380704201  3,10,1.0,14,4,4.0,33.0,0,0,0,0,0
      380704601  2,10,1.0,16,3,4.0,35.0,0,0,0,0,0
      380705301  2,10,1.0,11,4,4.0,22.0,0,0,0,0,0
      380709101  1,10,1.0,16,6,3.0,21.0,0,0,0,0,0
      380709101  3,10,1.0,8,6,3.0,,0,0,0,0,0
      380709601  2,10,1.0,14,5,4.0,23.0,0,0,0,0,0
      380807201  3,4,2.0,11,6,1.0,23.0,1,1,1,0,3
      380807201  5,4,2.0,5,6,1.0,,0,0,0,0,0
      380807301  2,4,2.0,9,4,1.0,18.0,0,0,0,0,0
      380807401  2,4,2.0,8,4,1.0,,0,0,0,0,0
      380807401  3,4,2.0,11,4,1.0,17.0,0,0,0,0,0
      380807501  4,4,2.0,16,4,1.0,,0,0,0,0,0
      380807601  8,4,2.0,11,8,1.0,20.0,0,0,0,0,0
      380817801  2,4,2.0,7,5,1.0,16.0,0,0,0,0,0
      380818001  2,4,2.0,11,6,1.0,17.0,0,0,0,0,0
      380818201  2,4,2.0,16,6,2.0,21.0,0,1,0,0,1
      380818401  1,4,2.0,16,3,1.0,21.0,0,0,0,0,0
      380818401  3,4,2.0,9,3,1.0,,0,0,0,0,0
      380818501  1,4,2.0,14,2,1.0,21.0,1,1,0,0,2
      380818601  1,4,2.0,4,7,1.0,16.0,0,0,0,0,0
      380818601  2,4,2.0,8,7,1.0,,0,0,0,0,0
      380818601  5,4,2.0,11,7,1.0,17.0,0,0,0,0,0
      380818901  4,4,2.0,7,7,1.0,,0,0,0,0,0
      380818901  6,4,2.0,11,7,1.0,,0,0,0,0,0
      380900601  1,9,2.0,5,4,1.0,16.0,1,1,0,0,2
      380900801  2,9,2.0,9,6,1.0,18.0,0,0,0,0,0
      380905701  2,9,2.0,13,7,1.0,19.0,0,0,0,0,0
      380905701  7,9,2.0,11,7,1.0,,0,0,0,0,0
      380905901  2,9,2.0,6,8,1.0,18.0,0,0,0,0,0
      380906101  2,9,2.0,11,6,1.0,18.0,0,0,0,0,0
      380906201  2,9,2.0,13,2,2.0,18.0,1,1,1,0,3
      380912701  1,9,2.0,8,7,1.0,18.0,1,1,0,0,2
      381000101  2,4,2.0,8,3,1.0,19.0,0,0,0,0,0
      381000301  7,4,2.0,1,8,1.0,,0,0,0,0,0
      381000501  2,4,2.0,7,3,1.0,16.0,0,0,0,0,0
      381001201  2,4,2.0,4,5,1.0,27.0,0,0,0,0,0
      381001201  4,4,2.0,6,5,1.0,,0,0,0,0,0
      381010001  2,4,2.0,1,7,1.0,17.0,0,0,0,0,0
      381010001  3,4,2.0,6,7,1.0,,0,0,0,0,0
      381010001  4,4,2.0,6,7,1.0,,0,0,0,0,0
      381010001  5,4,2.0,7,7,1.0,,0,0,0,0,0
      381010401  2,4,2.0,2,9,1.0,14.0,0,0,0,0,0
      381011201  2,4,2.0,6,5,1.0,15.0,0,1,0,0,1
      381015601  1,4,2.0,6,2,1.0,18.0,0,0,0,0,0
      381015701  2,4,2.0,6,4,1.0,16.0,1,0,0,0,1
      381015701  3,4,2.0,6,4,1.0,,0,0,0,0,0
      381015901  2,4,2.0,0,9,1.0,17.0,1,1,1,0,3
      381015901  3,4,2.0,6,9,1.0,,0,0,0,0,0
      381015901  5,4,2.0,6,9,1.0,,0,0,0,0,0
      381103101  3,4,2.0,6,4,1.0,17.0,0,1,0,0,1
      381103401  1,4,2.0,5,2,1.0,26.0,1,1,1,0,3
      381103501  1,4,2.0,4,4,1.0,24.0,0,0,0,0,0
      381103701  2,4,2.0,8,4,1.0,17.0,0,0,0,0,0
      381108201  2,4,2.0,0,7,1.0,18.0,0,0,0,0,0
      381108301  2,4,2.0,8,3,1.0,20.0,0,1,0,0,1
      381108401  2,4,2.0,6,3,1.0,16.0,0,0,0,0,0
      381108501  2,4,2.0,3,6,1.0,16.0,0,0,0,0,0
      381108501  6,4,2.0,6,6,1.0,,0,0,0,0,0
      381112001  2,4,2.0,6,5,1.0,12.0,0,0,0,0,0
      381112101  2,4,2.0,6,5,1.0,19.0,0,0,0,0,0
      381112101  5,4,2.0,7,5,1.0,,0,0,0,0,0
      381112501  2,4,2.0,10,7,1.0,16.0,0,0,0,0,0
      381209801  2,4,2.0,4,6,1.0,21.0,0,0,0,0,0
      381209801  3,4,2.0,11,6,1.0,,0,0,0,0,0
      381209901  2,4,2.0,6,5,1.0,19.0,0,0,0,0,0
      381210001  2,4,2.0,7,4,1.0,19.0,0,1,1,0,2
      381210101  3,4,2.0,7,6,1.0,,0,0,0,0,0
      381210201  2,4,2.0,6,5,1.0,15.0,0,0,0,0,0
      381217101  2,4,2.0,9,4,1.0,18.0,0,0,0,0,0
      381217301  1,4,2.0,6,5,1.0,18.0,0,0,0,0,0
      381217301  4,4,2.0,11,5,1.0,,0,0,0,0,0
      381217501  1,4,2.0,16,1,1.0,22.0,1,1,1,1,4
      381217601  1,4,2.0,16,2,1.0,17.0,1,0,0,0,1
      381219101  2,4,2.0,2,9,1.0,17.0,0,0,0,0,0
      381219101  4,4,2.0,7,9,1.0,,0,0,0,0,0
      381219101  7,4,2.0,8,9,1.0,15.0,0,0,0,0,0
      381219101  9,4,2.0,9,9,1.0,,0,0,0,0,0
      381219201  2,4,2.0,10,4,1.0,18.0,0,0,0,0,0
      381300201  2,10,2.0,7,5,1.0,18.0,1,1,0,0,2
      381300401  2,4,2.0,10,4,1.0,21.0,1,1,1,1,4
      381303201  2,10,2.0,9,4,1.0,19.0,0,0,0,0,0
      381303301  4,10,2.0,7,7,1.0,,0,0,0,0,0
      381303301  5,10,2.0,11,7,1.0,17.0,0,1,1,0,2
      381303401  2,10,2.0,14,5,1.0,17.0,0,0,0,0,0
      381303401  5,10,2.0,11,5,1.0,,0,0,0,0,0
      381310501  2,10,2.0,9,5,1.0,17.0,1,1,1,0,3
      381310501  3,10,2.0,0,5,1.0,,0,0,0,0,0
      381310601  2,10,2.0,6,4,2.0,21.0,0,0,0,0,0
      381400801  2,10,2.0,8,4,1.0,19.0,1,0,0,0,1
      381400901  2,10,2.0,3,6,1.0,17.0,0,1,1,0,2
      381401001  2,10,2.0,6,4,1.0,16.0,0,0,0,0,0
      381406801  2,10,2.0,7,3,1.0,17.0,0,0,0,0,0
      381406901  2,10,2.0,11,3,1.0,18.0,0,1,1,0,2
      381407001  2,10,2.0,11,5,1.0,17.0,1,1,0,0,2
      381407101  2,10,2.0,3,4,1.0,18.0,0,1,0,0,1
      381407301  2,10,2.0,10,4,1.0,20.0,0,0,0,0,0
      381415301  3,10,2.0,11,4,1.0,,0,0,0,0,0
      381415401  2,10,2.0,12,4,1.0,27.0,1,1,0,1,3
      381415501  3,10,2.0,11,4,1.0,,0,0,0,0,0
      381415701  2,10,2.0,8,3,1.0,16.0,0,0,0,0,0
      381505401  2,10,2.0,7,3,1.0,18.0,0,1,0,0,1
      381506801  4,10,2.0,8,5,1.0,,0,0,0,0,0
      381507001  2,10,2.0,11,3,2.0,18.0,0,0,0,0,0
      381507101  1,10,2.0,14,1,1.0,26.0,0,0,0,0,0
      381507201  1,10,2.0,11,3,1.0,31.0,1,1,0,0,2
      381604001  2,10,2.0,4,4,1.0,17.0,0,0,0,0,0
      381604101  2,10,2.0,6,4,1.0,15.0,0,0,0,0,0
      381604301  1,10,2.0,2,2,1.0,18.0,0,0,0,0,0
      381604501  2,10,2.0,6,6,1.0,17.0,0,0,0,0,0
      381605301  2,10,2.0,6,4,1.0,21.0,0,0,0,0,0
      381605401  2,10,2.0,4,4,1.0,17.0,0,0,0,0,0
      381605401  3,10,2.0,8,4,1.0,,0,0,0,0,0
      381607901  3,10,2.0,10,5,1.0,23.0,0,1,0,0,1
      381608201  2,10,2.0,7,3,1.0,,0,0,0,0,0
      381608301  2,10,2.0,6,2,1.0,17.0,0,0,0,0,0
      381700301  2,10,2.0,5,5,1.0,18.0,0,0,0,0,0
      381700301  4,10,2.0,11,5,1.0,23.0,0,0,0,0,0
      381702501  2,10,2.0,4,3,1.0,18.0,0,0,0,0,0
