caseid,lengua_materna,tipo_residencia,educacion_anios_simples,miembros_hogar,indice_de_riqueza,edad_primer_nacimiento,d104,d106,d107,d108,indice_violencia
      381712201  2,10,2.0,13,2,1.0,,0,0,0,0,0
      381712301  2,10,2.0,11,4,2.0,18.0,0,0,0,0,0
      381712301  3,10,2.0,6,4,2.0,,0,0,0,0,0
      381712501  2,10,2.0,6,4,1.0,20.0,0,0,0,0,0
      381801801  1,10,2.0,14,3,1.0,18.0,0,0,0,0,0
      381801901  2,10,2.0,6,5,1.0,15.0,0,0,0,0,0
      381802001  1,10,2.0,6,4,1.0,17.0,1,1,1,0,3
      381802101  2,10,2.0,6,4,1.0,18.0,0,0,0,0,0
      381802801  2,10,2.0,11,3,1.0,19.0,0,0,0,0,0
      381802901  1,10,2.0,11,3,1.0,23.0,0,0,0,0,0
      381803001  2,10,2.0,11,4,1.0,17.0,0,0,0,0,0
      381803101  2,10,2.0,11,3,1.0,24.0,0,0,0,0,0
      381815401  1,10,2.0,13,3,2.0,24.0,0,1,0,0,1
      381815701  2,10,2.0,11,5,1.0,20.0,1,1,0,0,2
      381815801  2,10,2.0,11,4,2.0,22.0,0,0,0,0,0
      381816101  2,10,2.0,5,3,2.0,18.0,0,0,0,0,0
      381816101  3,10,2.0,6,3,2.0,,0,0,0,0,0
      381816201  2,10,2.0,11,3,1.0,22.0,0,0,0,0,0
      381900301  1,10,1.0,11,6,4.0,24.0,0,0,0,0,0
      381900301  3,10,1.0,11,6,4.0,21.0,0,0,0,0,0
      381903601  4,10,1.0,9,5,4.0,,0,0,0,0,0
      381909701  2,10,1.0,10,4,2.0,18.0,0,0,0,0,0
      381912101  1,10,1.0,13,2,4.0,21.0,1,0,0,0,1
      382003401  2,10,1.0,11,4,4.0,20.0,0,0,0,0,0
      382003401  4,10,1.0,12,4,4.0,,0,0,0,0,0
      382004701  3,10,1.0,18,8,5.0,38.0,1,1,1,0,3
      382005201  2,10,1.0,15,4,5.0,34.0,0,0,0,0,0
      382005701  1,10,1.0,13,5,5.0,25.0,0,0,0,0,0
      382005701  2,10,1.0,7,5,5.0,,0,0,0,0,0
      382107101  2,10,1.0,13,5,2.0,17.0,0,0,0,0,0
      382109001  2,10,1.0,16,5,4.0,18.0,0,0,0,0,0
      382109001  3,10,1.0,14,5,4.0,32.0,0,0,0,0,0
      382109401  2,10,1.0,16,3,4.0,28.0,0,0,0,0,0
      382111901  1,10,1.0,18,4,2.0,31.0,0,0,0,0,0
      382113701  2,10,1.0,16,5,4.0,22.0,1,1,0,0,2
      382113701  3,10,1.0,13,5,4.0,,0,0,0,0,0
      382113701  4,10,1.0,7,5,4.0,,0,0,0,0,0
      382116101  2,1,1.0,14,3,4.0,34.0,0,0,0,0,0
      382118501  2,10,1.0,18,4,4.0,33.0,0,0,0,0,0
      382203601  3,10,1.0,14,4,2.0,,0,0,0,0,0
      382204401  2,10,1.0,11,4,1.0,19.0,0,0,0,0,0
      382206101  2,10,1.0,16,4,4.0,30.0,0,0,0,0,0
      382206401  2,10,1.0,12,4,3.0,20.0,0,0,0,0,0
      382207201  2,10,1.0,9,5,2.0,20.0,0,0,0,0,0
      382207801  4,1,1.0,13,5,1.0,20.0,0,0,0,0,0
      382209801  2,10,1.0,14,4,4.0,28.0,0,0,0,0,0
      382303001  1,1,1.0,13,2,4.0,19.0,0,0,0,0,0
      382304601  5,10,1.0,14,7,3.0,28.0,0,0,0,0,0
      382307901  1,1,1.0,11,1,2.0,,0,0,0,0,0
      382309701  2,10,1.0,16,4,3.0,25.0,0,0,0,0,0
      382309701  3,10,1.0,8,4,3.0,,0,0,0,0,0
      382311501  3,10,1.0,11,3,2.0,,0,0,0,0,0
      382314001  2,10,1.0,5,5,1.0,18.0,1,1,0,0,2
      382314601  2,10,1.0,11,6,3.0,17.0,1,0,0,0,1
      382314601  6,10,1.0,6,6,3.0,,0,0,0,0,0
      382314701  5,10,1.0,10,5,4.0,16.0,0,0,0,0,0
      382400501  2,1,1.0,10,3,2.0,22.0,0,0,0,0,0
      382404401  2,10,1.0,18,3,5.0,34.0,0,0,0,0,0
      382404601  2,10,1.0,14,4,3.0,19.0,0,0,0,0,0
      382404601  3,10,1.0,6,4,3.0,,0,0,0,0,0
      382406001  3,10,1.0,12,3,3.0,,0,0,0,0,0
      382407501  2,1,1.0,11,4,2.0,18.0,0,0,0,0,0
      382409101  2,10,1.0,16,4,4.0,28.0,0,0,0,0,0
      382411301  1,10,1.0,12,4,4.0,23.0,0,1,1,0,2
      382500401  3,10,1.0,11,4,4.0,,1,1,0,0,2
      382501201  2,1,1.0,3,4,3.0,18.0,0,0,0,0,0
      382501701  4,10,1.0,11,5,5.0,,0,0,0,0,0
      382503801  4,10,1.0,13,7,4.0,,0,0,0,0,0
      382509801  1,1,1.0,16,3,4.0,22.0,0,0,0,0,0
      382512901  2,10,1.0,14,4,4.0,27.0,0,0,0,0,0
      382513701  6,10,1.0,18,7,4.0,26.0,0,0,0,0,0
      382600801  1,10,1.0,11,4,1.0,28.0,1,0,0,0,1
      382600801  2,10,1.0,5,4,1.0,,0,0,0,0,0
      382601801  1,10,1.0,11,4,2.0,19.0,0,0,0,0,0
      382601801  2,10,1.0,8,4,2.0,,0,0,0,0,0
      382602901  1,10,1.0,11,4,2.0,22.0,1,0,0,0,1
      382602901  2,10,1.0,6,4,2.0,,0,0,0,0,0
      382603301  2,10,1.0,11,4,3.0,24.0,0,0,0,0,0
      382606601  2,10,1.0,11,4,3.0,25.0,1,1,0,0,2
      382607301  1,10,1.0,11,5,2.0,24.0,0,0,0,0,0
      382608501  2,10,1.0,11,6,2.0,20.0,0,0,0,0,0
      382701801  2,3,1.0,10,4,1.0,17.0,0,0,0,0,0
      382706001  2,10,1.0,14,4,2.0,38.0,0,0,0,0,0
      382706001  4,10,1.0,7,4,2.0,,0,0,0,0,0
      382706501  2,10,1.0,11,6,1.0,29.0,0,0,0,0,0
      382706501  4,10,1.0,11,6,1.0,21.0,0,0,0,0,0
      382708801  1,10,1.0,11,4,2.0,17.0,0,0,0,0,0
      382710101  1,10,1.0,9,5,2.0,21.0,0,0,0,0,0
      382710101  5,10,1.0,11,5,2.0,,0,0,0,0,0
      382710901  2,10,1.0,11,4,4.0,19.0,0,0,0,0,0
      382711201  2,10,1.0,12,3,2.0,,0,0,0,0,0
      382711201  3,10,1.0,7,3,2.0,,0,0,0,0,0
      382800501  2,10,1.0,14,4,3.0,24.0,1,0,0,0,1
      382800501  3,10,1.0,9,4,3.0,,0,0,0,0,0
      382803601  3,10,1.0,13,5,3.0,21.0,0,1,0,0,1
      382805101  1,10,1.0,7,3,2.0,20.0,0,0,0,0,0
      382805201  3,10,1.0,11,4,4.0,16.0,0,0,0,0,0
      382805401  2,10,1.0,12,4,3.0,20.0,0,0,0,0,0
      382807601  4,10,1.0,3,9,3.0,23.0,0,0,0,0,0
      382807601  5,10,1.0,6,9,3.0,,0,0,0,0,0
      382807601  6,10,1.0,5,9,3.0,,0,0,0,0,0
      382808401  2,10,1.0,6,6,2.0,18.0,0,0,0,0,0
      382808401  3,10,1.0,6,6,2.0,,0,0,0,0,0
      382808401  5,10,1.0,13,6,2.0,15.0,0,0,0,0,0
      382809001  1,10,1.0,14,3,4.0,23.0,0,0,0,0,0
      382901901  3,10,1.0,10,5,1.0,,0,0,0,0,0
      382901901  4,10,1.0,8,5,1.0,19.0,0,0,0,0,0
      382902301  2,1,1.0,6,4,1.0,18.0,0,0,0,0,0
      382904701  1,1,1.0,16,3,2.0,24.0,0,0,0,0,0
      382905601  2,10,1.0,5,4,2.0,17.0,0,0,0,0,0
      382906001  1,1,1.0,8,3,3.0,19.0,0,0,0,0,0
      382906001  2,10,1.0,14,3,3.0,,0,0,0,0,0
      382908201  2,1,1.0,11,6,3.0,23.0,0,0,0,0,0
      382908201  6,10,1.0,14,6,3.0,,0,0,0,0,0
      382909101  2,10,1.0,11,4,2.0,22.0,0,0,0,0,0
      382909501  2,1,1.0,6,4,2.0,19.0,0,0,0,0,0
      383003101  4,10,1.0,16,6,2.0,23.0,0,1,0,0,1
      383003301  2,10,1.0,11,5,4.0,27.0,0,0,0,0,0
      383007101  2,10,1.0,16,4,3.0,26.0,1,0,0,0,1
      383009301  2,1,1.0,11,5,3.0,22.0,0,0,0,0,0
      383009301  5,10,1.0,11,5,3.0,,0,0,0,0,0
      383012301  1,1,1.0,11,2,1.0,21.0,0,0,0,0,0
      383012701  2,10,1.0,16,4,3.0,29.0,0,0,0,0,0
      383013301  4,10,1.0,16,5,5.0,34.0,0,0,0,0,0
      383102101  2,1,2.0,6,3,1.0,15.0,0,0,0,0,0
      383102201  2,1,2.0,12,3,1.0,19.0,0,0,0,0,0
      383102301  2,1,2.0,11,3,1.0,20.0,0,0,0,0,0
      383102401  2,1,2.0,0,4,1.0,17.0,0,0,0,0,0
      383103801  2,1,2.0,11,3,1.0,17.0,0,0,0,0,0
      383103901  2,1,2.0,6,6,1.0,15.0,0,0,0,0,0
      383104001  2,1,2.0,7,3,1.0,19.0,0,0,0,0,0
      383109001  2,1,2.0,2,5,1.0,20.0,1,0,0,1,2
      383109001  4,1,2.0,6,5,1.0,,0,0,0,0,0
      383109101  7,1,2.0,11,8,1.0,19.0,0,0,0,0,0
      383109201  2,1,2.0,4,5,1.0,20.0,0,1,1,0,2
      383109401  2,1,2.0,5,4,1.0,27.0,0,1,0,0,1
      383201701  2,1,2.0,1,4,1.0,18.0,0,0,0,0,0
      383201901  2,1,2.0,0,3,1.0,19.0,0,0,0,0,0
      383202101  2,10,2.0,11,3,1.0,23.0,1,1,0,0,2
      383205101  2,1,2.0,3,5,1.0,21.0,1,1,1,0,3
      383205101  4,10,2.0,7,5,1.0,,0,0,0,0,0
      383205301  2,10,2.0,11,4,2.0,29.0,0,0,0,0,0
      383205401  1,1,2.0,2,3,1.0,19.0,1,1,1,0,3
      383205401  3,10,2.0,6,3,1.0,,0,0,0,0,0
      383205501  2,10,2.0,10,3,2.0,17.0,1,0,0,0,1
      383208301  1,1,2.0,11,2,1.0,20.0,0,0,0,0,0
      383208501  2,1,2.0,2,5,1.0,20.0,0,0,0,0,0
      383208501  4,10,2.0,6,5,1.0,,0,0,0,0,0
      383208601  6,10,2.0,9,6,1.0,,0,0,0,0,0
      383208701  3,1,2.0,11,5,1.0,24.0,0,0,0,0,0
      383300201  2,10,2.0,13,2,2.0,,0,0,0,0,0
      383301501  1,10,2.0,11,5,1.0,22.0,1,1,0,0,2
      383301501  3,10,2.0,7,5,1.0,,0,0,0,0,0
      383301701  2,10,2.0,16,4,4.0,23.0,0,0,0,0,0
      383301701  3,10,2.0,8,4,4.0,,0,0,0,0,0
      383306001  1,10,2.0,11,3,2.0,21.0,1,1,1,0,3
      383306601  4,10,2.0,5,4,2.0,,0,0,0,0,0
      383308101  1,10,2.0,11,2,2.0,21.0,0,0,0,0,0
      383308701  1,10,2.0,13,3,2.0,23.0,1,0,0,0,1
      383308801  6,10,2.0,7,7,2.0,,0,0,0,0,0
      383310601  2,10,2.0,6,4,2.0,17.0,0,0,0,0,0
      383408401  2,1,2.0,4,3,1.0,22.0,0,0,0,0,0
      383408501  2,1,2.0,8,3,1.0,17.0,0,0,0,0,0
      383408701  4,10,2.0,11,8,1.0,,0,0,0,0,0
      383408701  5,10,2.0,11,8,1.0,,0,0,0,0,0
      383408701  7,10,2.0,10,8,1.0,19.0,0,0,0,0,0
      383415201  2,1,2.0,11,3,2.0,25.0,0,0,0,0,0
      383415301  2,10,2.0,11,4,1.0,20.0,0,1,0,0,1
      383415401  4,1,2.0,11,4,1.0,,0,0,0,0,0
      383415501  2,1,2.0,14,3,1.0,27.0,0,0,0,0,0
      383417701  1,1,2.0,3,5,1.0,18.0,0,0,0,0,0
      383417701  2,10,2.0,9,5,1.0,,0,0,0,0,0
      383417701  3,1,2.0,7,5,1.0,,0,0,0,0,0
      383417801  1,1,2.0,6,2,1.0,,0,0,0,0,0
      383418001  2,1,2.0,6,3,1.0,39.0,0,0,0,0,0
      383418101  2,10,2.0,11,4,1.0,21.0,0,0,0,0,0
      383500701  3,1,2.0,11,4,1.0,,0,0,0,0,0
      383501001  2,1,2.0,6,4,1.0,20.0,0,0,0,0,0
      383502301  1,1,2.0,7,2,1.0,19.0,0,1,0,0,1
      383502401  1,1,2.0,3,2,1.0,27.0,0,0,0,0,0
      383504601  2,1,2.0,1,4,1.0,18.0,0,0,0,0,0
      383505101  1,1,2.0,3,2,1.0,21.0,0,0,0,0,0
      383505201  2,1,2.0,9,5,1.0,18.0,0,1,0,0,1
      383505201  3,1,2.0,7,5,1.0,,0,0,0,0,0
      383505901  2,1,2.0,6,4,1.0,20.0,0,0,0,0,0
      383505901  4,1,2.0,10,4,1.0,,0,0,0,0,0
      383506001  1,1,2.0,14,1,1.0,,0,0,0,0,0
      383506301  4,1,2.0,6,4,1.0,17.0,0,0,0,0,0
      383506401  2,1,2.0,2,5,1.0,19.0,0,0,0,0,0
      383600601  2,1,2.0,6,5,2.0,22.0,0,0,0,0,0
      383600601  3,10,2.0,13,5,2.0,,0,0,0,0,0
      383600601  4,1,2.0,11,5,2.0,,0,0,0,0,0
      383600701  2,1,2.0,11,4,1.0,20.0,0,1,0,0,1
      383601101  4,10,2.0,5,4,1.0,,0,0,0,0,0
      383601301  1,10,2.0,11,3,1.0,17.0,0,0,0,0,0
      383602301  2,1,2.0,11,4,1.0,19.0,0,0,0,0,0
      383602801  2,1,2.0,6,3,1.0,15.0,0,1,0,0,1
      383603001  2,1,2.0,14,3,1.0,19.0,0,0,0,0,0
      383607201  5,10,2.0,10,5,1.0,,0,0,0,0,0
      383607801  2,1,2.0,1,5,1.0,19.0,0,0,0,0,0
      383607801  3,10,2.0,9,5,1.0,,0,0,0,0,0
      383608301  1,1,2.0,14,3,1.0,14.0,1,1,1,0,3
      383608301  2,1,2.0,8,3,1.0,,0,0,0,0,0
      383608601  2,1,2.0,11,3,1.0,30.0,0,0,0,0,0
      383609001  3,10,2.0,14,7,2.0,32.0,0,0,0,0,0
      383700101  1,1,1.0,16,3,2.0,36.0,0,0,0,0,0
      383700701  1,1,1.0,16,2,3.0,,0,0,0,0,0
      383700801  2,10,1.0,16,4,4.0,28.0,0,0,0,0,0
      383701201  2,10,1.0,16,3,3.0,26.0,0,0,0,0,0
      383701601  4,10,1.0,17,6,4.0,30.0,0,0,0,0,0
      383706801  1,1,1.0,14,1,4.0,,1,0,0,0,1
      383801201  2,1,1.0,11,4,5.0,20.0,0,0,0,0,0
      383801201  3,10,1.0,12,4,5.0,,0,0,0,0,0
      383801201  4,10,1.0,7,4,5.0,,0,0,0,0,0
      383801401  2,10,1.0,14,4,3.0,15.0,1,1,1,0,3
      383802801  2,10,1.0,14,5,2.0,24.0,0,0,0,0,0
      383807301  3,10,1.0,17,5,5.0,,0,0,0,0,0
      383807301  4,10,1.0,12,5,5.0,21.0,0,0,0,0,0
      383807601  2,1,1.0,11,4,3.0,29.0,0,0,0,0,0
      383807601  4,10,1.0,11,4,3.0,,0,0,0,0,0
      383901801  1,1,1.0,8,5,3.0,17.0,0,0,0,0,0
      383901801  4,10,1.0,9,5,3.0,,0,0,0,0,0
      383902301  2,1,1.0,14,4,3.0,20.0,1,0,0,0,1
      383903401  2,10,1.0,12,6,3.0,29.0,1,1,0,0,2
      383905401  2,1,1.0,11,4,3.0,18.0,0,0,0,0,0
      383907801  2,1,1.0,11,4,3.0,24.0,0,0,0,0,0
      383908401  2,1,1.0,12,4,3.0,22.0,0,0,0,0,0
      383911001  2,1,1.0,18,4,5.0,31.0,0,0,0,0,0
      383913101  2,1,1.0,13,5,2.0,26.0,1,0,0,0,1
      384000401  2,1,1.0,12,3,3.0,26.0,0,0,0,0,0
      384003501  2,1,1.0,12,2,3.0,,0,0,0,0,0
      384004101  2,10,1.0,15,2,2.0,,0,0,0,0,0
      384012501  2,1,1.0,12,4,3.0,19.0,0,0,0,0,0
      384106201  2,1,1.0,7,5,3.0,19.0,0,0,0,0,0
      384106201  5,10,1.0,11,5,3.0,,0,0,0,0,0
      384109101  2,10,1.0,12,6,5.0,16.0,0,0,0,0,0
      384109101  6,10,1.0,11,6,5.0,,0,0,0,0,0
      384110401  2,10,1.0,16,3,5.0,21.0,0,1,0,0,1
      384110701  2,10,1.0,13,3,4.0,20.0,1,1,0,0,2
      384113101  2,1,1.0,16,4,4.0,27.0,1,1,1,0,3
      384116501  2,10,1.0,11,5,2.0,21.0,1,0,0,0,1
      384117701  2,10,1.0,11,5,2.0,21.0,1,1,1,0,3
      384117701  5,10,1.0,8,5,2.0,,0,0,0,0,0
      384200201  2,1,1.0,11,5,1.0,19.0,0,1,1,0,2
      384202601  2,10,1.0,9,5,1.0,18.0,0,0,0,0,0
      384202601  3,10,1.0,9,5,1.0,,0,0,0,0,0
      384202801  2,1,1.0,14,4,1.0,20.0,1,0,0,0,1
      384204301  2,1,1.0,11,4,1.0,19.0,0,1,0,0,1
      384205101  1,1,1.0,7,4,2.0,19.0,1,1,1,1,4
      384205101  2,10,1.0,6,4,2.0,,0,0,0,0,0
      384206701  3,10,1.0,11,9,2.0,,0,0,0,0,0
      384206701  5,10,1.0,14,9,2.0,23.0,0,0,0,0,0
      384206701  8,10,1.0,12,9,2.0,34.0,0,0,0,0,0
      384207301  2,10,1.0,9,5,2.0,20.0,0,0,0,0,0
      384208201  1,10,1.0,14,2,1.0,,0,0,0,0,0
      384303701  2,1,1.0,10,5,1.0,23.0,0,0,0,0,0
      384305301  2,1,1.0,6,5,2.0,16.0,0,0,0,0,0
      384306101  2,1,1.0,12,3,2.0,21.0,0,1,1,0,2
      384306801  1,1,1.0,11,3,1.0,17.0,0,0,0,0,0
      384308201  2,10,1.0,6,7,2.0,22.0,1,1,0,1,3
      384308201  5,10,1.0,7,7,2.0,,0,0,0,0,0
      384308201  6,10,1.0,7,7,2.0,,0,0,0,0,0
      384309301  2,1,1.0,4,6,1.0,19.0,0,0,0,0,0
      384309301  3,10,1.0,13,6,1.0,,0,0,0,0,0
      384309301  6,1,1.0,1,6,1.0,,0,0,0,0,0
      384309401  2,1,1.0,11,3,1.0,22.0,0,0,0,0,0
      384310901  3,1,1.0,14,3,2.0,,0,0,0,0,0
      384400501  2,1,1.0,16,4,3.0,29.0,0,0,0,0,0
      384401401  2,10,1.0,11,4,3.0,23.0,0,1,0,0,1
      384401401  3,10,1.0,5,4,3.0,,0,0,0,0,0
      384401601  1,1,1.0,14,4,2.0,19.0,1,0,0,0,1
      384401601  3,10,1.0,8,4,2.0,,0,0,0,0,0
      384403101  2,10,1.0,16,3,3.0,29.0,0,0,0,0,0
      384405701  1,1,1.0,14,4,4.0,24.0,0,0,0,0,0
      384406301  1,1,1.0,18,2,4.0,33.0,1,1,0,0,2
      384406701  1,1,1.0,5,6,2.0,18.0,0,0,0,0,0
      384406701  3,10,1.0,6,6,2.0,,0,0,0,0,0
      384500701  2,1,2.0,11,4,1.0,23.0,0,1,0,0,1
      384500901  4,1,2.0,11,8,1.0,,0,0,0,0,0
      384500901  5,1,2.0,9,8,1.0,,0,0,0,0,0
      384500901  6,1,2.0,7,8,1.0,,0,0,0,0,0
      384502801  2,1,2.0,3,5,1.0,18.0,0,0,0,0,0
      384502901  2,1,2.0,6,5,1.0,16.0,1,1,1,0,3
      384503201  2,1,2.0,7,4,1.0,18.0,0,0,0,0,0
      384510201  3,1,2.0,11,4,1.0,,0,0,0,0,0
      384510201  4,1,2.0,6,4,1.0,,0,0,0,0,0
      384510301  1,1,2.0,5,3,1.0,17.0,0,0,0,0,0
      384600201  2,1,2.0,10,4,1.0,23.0,0,0,0,0,0
      384600401  1,1,2.0,11,5,1.0,22.0,0,0,0,0,0
      384600401  4,1,2.0,5,5,1.0,,0,0,0,0,0
      384600601  2,1,2.0,11,4,1.0,19.0,0,0,0,0,0
      384604201  2,1,2.0,6,5,1.0,23.0,0,0,0,0,0
      384604301  1,1,2.0,3,2,1.0,20.0,0,0,0,0,0
      384604701  2,1,2.0,11,3,1.0,16.0,0,0,0,0,0
      384604801  2,1,2.0,11,3,1.0,18.0,0,0,0,0,0
      384604901  2,1,2.0,11,3,1.0,18.0,0,0,0,0,0
      384700401  2,10,2.0,6,2,1.0,,0,0,0,0,0
      384700501  2,1,2.0,11,4,1.0,23.0,0,0,0,0,0
      384704001  2,1,2.0,11,4,1.0,33.0,0,0,0,0,0
      384704101  2,11,2.0,10,3,2.0,,0,0,0,0,0
      384704201  2,1,2.0,3,4,1.0,20.0,0,0,0,0,0
      384704201  3,1,2.0,11,4,1.0,,0,0,0,0,0
      384704301  2,1,2.0,6,4,1.0,25.0,0,1,0,0,1
      384704301  3,1,2.0,6,4,1.0,,0,0,0,0,0
      384707501  2,1,2.0,11,5,2.0,30.0,1,0,0,0,1
      384707701  1,1,2.0,2,2,1.0,21.0,1,0,0,0,1
      384707801  2,1,2.0,11,4,1.0,24.0,0,0,0,0,0
      384707901  1,1,2.0,10,3,2.0,18.0,0,0,0,0,0
      384707901  2,10,2.0,6,3,2.0,,0,0,0,0,0
      384804601  1,1,2.0,11,3,2.0,20.0,0,0,0,0,0
      384804701  2,1,2.0,11,3,2.0,18.0,0,0,0,0,0
      384804901  2,1,2.0,11,5,2.0,15.0,0,0,0,0,0
      384810901  2,10,2.0,14,4,2.0,16.0,0,0,0,0,0
      384811401  2,1,2.0,11,5,2.0,23.0,1,0,0,0,1
      384811401  3,10,2.0,6,5,2.0,,0,0,0,0,0
      384811501  1,10,2.0,11,4,3.0,24.0,0,0,0,0,0
      384812701  2,1,2.0,14,4,2.0,26.0,0,0,0,0,0
      384812801  2,10,2.0,14,4,3.0,26.0,0,0,0,0,0
      384812901  2,10,2.0,11,4,2.0,31.0,0,0,0,0,0
      384903701  1,1,2.0,3,2,1.0,16.0,0,1,1,0,2
      384903701  2,1,2.0,5,2,1.0,,0,0,0,0,0
      384903901  1,1,2.0,11,1,1.0,22.0,0,1,1,0,2
      385002101  1,1,2.0,16,2,2.0,28.0,1,0,0,0,1
      385004301  2,10,2.0,14,5,1.0,17.0,0,0,0,0,0
      385006401  1,1,2.0,11,3,1.0,19.0,0,0,0,0,0
      385006501  2,10,2.0,13,3,1.0,19.0,0,0,0,0,0
      385006701  1,1,2.0,7,4,1.0,15.0,1,1,0,0,2
      385006701  4,10,2.0,10,4,1.0,,0,0,0,0,0
      385007001  1,1,2.0,14,4,2.0,24.0,1,1,0,1,3
      385007601  2,1,2.0,14,3,2.0,20.0,0,0,0,0,0
      385009001  2,1,2.0,14,3,3.0,21.0,0,0,0,0,0
      385010201  2,1,2.0,11,4,1.0,30.0,1,1,0,0,2
      385011601  2,1,2.0,14,4,2.0,18.0,0,0,0,0,0
      385100501  1,1,2.0,11,6,1.0,22.0,1,1,1,1,4
      385102801  1,1,2.0,11,2,1.0,34.0,0,0,0,0,0
      385106001  2,1,2.0,13,6,1.0,23.0,1,1,1,1,4
      385106001  6,10,2.0,6,6,1.0,,0,0,0,0,0
      385200101  2,1,2.0,8,4,1.0,,0,0,0,0,0
      385203901  3,10,2.0,8,3,1.0,,0,0,0,0,0
      385204001  3,1,2.0,12,3,1.0,,0,0,0,0,0
      385204201  2,1,2.0,14,4,1.0,25.0,0,0,0,0,0
      385204201  3,10,2.0,6,4,1.0,,0,0,0,0,0
      385206101  2,1,2.0,6,4,1.0,16.0,0,0,0,1,1
      385206101  3,10,2.0,7,4,1.0,,0,0,0,0,0
      385207301  2,1,2.0,5,3,1.0,17.0,0,0,0,0,0
      385207601  2,1,2.0,5,4,1.0,28.0,0,0,0,0,0
      385303101  2,1,2.0,14,4,1.0,22.0,0,0,0,0,0
      385303101  4,10,2.0,6,4,1.0,,0,0,0,0,0
      385303501  1,1,2.0,1,5,1.0,18.0,0,1,1,0,2
      385306801  2,1,2.0,6,5,1.0,22.0,0,0,0,0,0
      385306801  3,10,2.0,9,5,1.0,,0,0,0,0,0
      385306901  2,1,2.0,6,4,1.0,17.0,0,0,0,0,0
      385400101  2,10,1.0,16,3,5.0,36.0,0,0,0,0,0
      385401201  2,10,1.0,16,4,5.0,19.0,0,0,0,0,0
      385401201  3,10,1.0,14,4,5.0,,0,0,0,0,0
      385408701  2,10,1.0,13,5,4.0,20.0,0,1,0,0,1
      385408701  4,10,1.0,11,5,4.0,,0,0,0,0,0
      385415201  2,10,1.0,16,4,4.0,26.0,0,0,0,0,0
      385415301  2,10,1.0,13,6,4.0,27.0,1,1,1,0,3
      385415301  3,10,1.0,5,6,4.0,,0,0,0,0,0
      385415601  2,10,1.0,11,4,3.0,18.0,0,0,0,0,0
      385500201  2,10,1.0,11,4,2.0,15.0,1,1,0,0,2
      385500301  1,2,1.0,3,7,4.0,18.0,0,0,0,0,0
      385500401  2,10,1.0,16,3,5.0,30.0,0,0,0,0,0
      385501001  2,1,1.0,11,2,4.0,,0,0,0,0,0
      385501201  2,10,1.0,12,3,4.0,27.0,0,0,0,0,0
      385501601  2,10,1.0,13,4,3.0,20.0,0,0,0,0,0
      385505101  2,10,1.0,11,5,4.0,23.0,1,1,0,0,2
      385505101  4,10,1.0,6,5,4.0,,0,0,0,0,0
      385505501  2,1,1.0,11,4,3.0,27.0,0,0,0,0,0
      385506401  2,1,1.0,14,6,2.0,27.0,1,1,0,0,2
      385600101  4,1,1.0,15,7,3.0,,0,0,0,0,0
      385600401  1,10,1.0,11,4,2.0,17.0,0,0,0,0,0
      385600401  2,10,1.0,8,4,2.0,,0,0,0,0,0
      385601501  2,1,1.0,10,4,2.0,20.0,0,0,0,0,0
      385602301  2,1,1.0,11,4,5.0,23.0,0,0,0,0,0
      385602301  3,11,1.0,6,4,5.0,,0,0,0,0,0
      385604901  1,10,1.0,13,4,2.0,18.0,0,0,0,0,0
      385606901  2,10,1.0,11,5,4.0,16.0,1,0,0,0,1
      385607901  2,10,1.0,11,4,4.0,33.0,1,0,0,0,1
      385608801  2,10,1.0,14,5,4.0,29.0,0,0,0,0,0
      385608801  3,10,1.0,5,5,4.0,,0,0,0,0,0
      385702401  2,10,1.0,16,4,5.0,28.0,0,0,0,0,0
      385702601  3,10,1.0,18,4,5.0,,0,0,0,0,0
      385702601  4,10,1.0,16,4,5.0,,0,0,0,0,0
      385706801  2,10,1.0,16,5,5.0,26.0,0,0,0,0,0
      385803501  1,1,1.0,6,6,4.0,18.0,0,0,0,0,0
      385803501  4,10,1.0,11,6,4.0,21.0,0,0,0,0,0
      385807001  2,10,1.0,16,3,4.0,28.0,0,0,0,0,0
      385810701  2,1,1.0,8,3,3.0,22.0,1,1,1,0,3
      385812201  2,10,1.0,16,6,5.0,27.0,0,0,0,0,0
      385812901  2,10,1.0,13,3,4.0,23.0,0,0,0,0,0
      385900401  2,10,1.0,14,6,4.0,21.0,1,1,0,0,2
      385901001  3,10,1.0,10,5,3.0,,0,0,0,0,0
      385903301  3,10,1.0,14,6,5.0,26.0,0,0,0,0,0
      385905201  1,10,1.0,11,5,5.0,23.0,0,0,0,0,0
      385905201  2,10,1.0,12,5,5.0,,0,0,0,0,0
      385908301  2,1,1.0,8,5,4.0,17.0,0,1,1,0,2
      385908501  3,10,1.0,14,5,4.0,16.0,0,0,0,0,0
      385909201  2,10,1.0,12,4,3.0,15.0,0,0,0,0,0
      385913001  1,10,1.0,16,6,5.0,21.0,1,1,0,0,2
      386000701  2,10,1.0,16,4,5.0,25.0,0,0,0,0,0
      386005101  2,10,1.0,16,4,5.0,25.0,0,0,0,0,0
      386006701  2,10,1.0,16,4,5.0,29.0,0,0,0,0,0
      386007101  2,10,1.0,16,3,4.0,30.0,0,0,0,0,0
      386100301  3,10,1.0,14,3,5.0,,0,0,0,0,0
      386106001  2,10,1.0,6,4,3.0,21.0,1,1,0,0,2
